"日期","收盘","开盘","高","低","涨跌幅"
"2024年12月6日","1.663","1.663","1.663","1.663","2.57%"
"2024年12月5日","1.621","1.621","1.621","1.621","-0.62%"
"2024年12月4日","1.631","1.631","1.631","1.631","-1.19%"
"2024年12月3日","1.651","1.651","1.651","1.651","-0.34%"
"2024年12月2日","1.657","1.657","1.657","1.657","0.83%"
"2024年11月29日","1.643","1.643","1.643","1.643","1.65%"
"2024年11月28日","1.617","1.617","1.617","1.617","-1.18%"
"2024年11月27日","1.636","1.636","1.636","1.636","2.12%"
"2024年11月26日","1.602","1.602","1.602","1.602","0.28%"
"2024年11月25日","1.597","1.597","1.597","1.597","-0.31%"
"2024年11月22日","1.602","1.602","1.602","1.602","-4.05%"
"2024年11月21日","1.670","1.670","1.670","1.670","-0.42%"
"2024年11月20日","1.677","1.677","1.677","1.677","2.49%"
"2024年11月19日","1.636","1.636","1.636","1.636","0.96%"
"2024年11月18日","1.621","1.621","1.621","1.621","-1.56%"
"2024年11月15日","1.646","1.646","1.646","1.646","-1.88%"
"2024年11月14日","1.678","1.678","1.678","1.678","-2.62%"
"2024年11月13日","1.723","1.723","1.723","1.723","-1.27%"
"2024年11月12日","1.745","1.745","1.745","1.745","0.79%"
"2024年11月11日","1.732","1.732","1.732","1.732","0.75%"
"2024年11月8日","1.719","1.719","1.719","1.719","-0.68%"
"2024年11月7日","1.731","1.731","1.731","1.731","2.85%"
"2024年11月6日","1.683","1.683","1.683","1.683","-0.28%"
"2024年11月5日","1.688","1.688","1.688","1.688","2.36%"
"2024年11月4日","1.649","1.649","1.649","1.649","1.02%"
"2024年11月1日","1.632","1.632","1.632","1.632","0.11%"
"2024年10月31日","1.630","1.630","1.630","1.630","-0.69%"
"2024年10月30日","1.641","1.641","1.641","1.641","-1.46%"
"2024年10月29日","1.666","1.666","1.666","1.666","-1.87%"
"2024年10月28日","1.697","1.697","1.697","1.697","0.97%"
"2024年10月25日","1.681","1.681","1.681","1.681","1.91%"
"2024年10月24日","1.650","1.650","1.650","1.650","-1.55%"
"2024年10月23日","1.676","1.676","1.676","1.676","0.07%"
"2024年10月22日","1.674","1.674","1.674","1.674","1.01%"
"2024年10月21日","1.658","1.658","1.658","1.658","1.16%"
"2024年10月18日","1.639","1.639","1.639","1.639","3.41%"
"2024年10月17日","1.585","1.585","1.585","1.585","-0.80%"
"2024年10月16日","1.597","1.597","1.597","1.597","-1.70%"
"2024年10月15日","1.625","1.625","1.625","1.625","-2.50%"
"2024年10月14日","1.667","1.667","1.667","1.667","0.94%"
"2024年10月11日","1.651","1.651","1.651","1.651","-4.74%"
"2024年10月10日","1.733","1.733","1.733","1.733","0.00%"
"2024年10月9日","1.733","1.733","1.733","1.733","-7.84%"
"2024年10月8日","1.881","1.881","1.881","1.881","8.12%"
"2024年9月30日","1.739","1.739","1.739","1.739","10.20%"
"2024年9月27日","1.578","1.578","1.578","1.578","7.06%"
"2024年9月26日","1.474","1.474","1.474","1.474","3.93%"
"2024年9月25日","1.418","1.418","1.418","1.418","1.34%"
"2024年9月24日","1.400","1.400","1.400","1.400","2.93%"
"2024年9月23日","1.360","1.360","1.360","1.360","-0.55%"
"2024年9月20日","1.367","1.367","1.367","1.367","-0.66%"
"2024年9月19日","1.376","1.376","1.376","1.376","0.74%"
"2024年9月18日","1.366","1.366","1.366","1.366","0.26%"
"2024年9月13日","1.363","1.363","1.363","1.363","-0.77%"
"2024年9月12日","1.373","1.373","1.373","1.373","-1.34%"
"2024年9月11日","1.392","1.392","1.392","1.392","0.31%"
"2024年9月10日","1.388","1.388","1.388","1.388","-1.77%"
"2024年9月9日","1.413","1.413","1.413","1.413","0.36%"
"2024年9月6日","1.408","1.408","1.408","1.408","-1.72%"
"2024年9月5日","1.432","1.432","1.432","1.432","0.59%"
"2024年9月4日","1.424","1.424","1.424","1.424","0.42%"
"2024年9月3日","1.418","1.418","1.418","1.418","1.06%"
"2024年9月2日","1.403","1.403","1.403","1.403","-1.73%"
"2024年8月30日","1.428","1.428","1.428","1.428","1.10%"
"2024年8月29日","1.412","1.412","1.412","1.412","1.33%"
"2024年8月28日","1.393","1.393","1.393","1.393","0.27%"
"2024年8月27日","1.390","1.390","1.390","1.390","-0.29%"
"2024年8月26日","1.394","1.394","1.394","1.394","-0.74%"
"2024年8月23日","1.404","1.404","1.404","1.404","-0.26%"
"2024年8月22日","1.408","1.408","1.408","1.408","-0.50%"
"2024年8月21日","1.415","1.415","1.415","1.415","-0.65%"
"2024年8月20日","1.424","1.424","1.424","1.424","-1.32%"
"2024年8月19日","1.443","1.443","1.443","1.443","-0.76%"
"2024年8月16日","1.454","1.454","1.454","1.454","0.24%"
"2024年8月15日","1.451","1.451","1.451","1.451","0.54%"
"2024年8月14日","1.443","1.443","1.443","1.443","-1.54%"
"2024年8月13日","1.465","1.465","1.465","1.465","-0.60%"
"2024年8月12日","1.474","1.474","1.474","1.474","0.93%"
"2024年8月9日","1.461","1.461","1.461","1.461","-1.30%"
"2024年8月8日","1.480","1.480","1.480","1.480","0.06%"
"2024年8月7日","1.479","1.479","1.479","1.479","-0.93%"
"2024年8月6日","1.493","1.493","1.493","1.493","0.94%"
"2024年8月5日","1.479","1.479","1.479","1.479","0.33%"
"2024年8月2日","1.474","1.474","1.474","1.474","0.91%"
"2024年8月1日","1.461","1.461","1.461","1.461","-0.80%"
"2024年7月31日","1.473","1.473","1.473","1.473","4.45%"
"2024年7月30日","1.410","1.410","1.410","1.410","-0.30%"
"2024年7月29日","1.414","1.414","1.414","1.414","-1.53%"
"2024年7月26日","1.436","1.436","1.436","1.436","-0.22%"
"2024年7月25日","1.439","1.439","1.439","1.439","-0.62%"
"2024年7月24日","1.448","1.448","1.448","1.448","-1.12%"
"2024年7月23日","1.465","1.465","1.465","1.465","-2.98%"
"2024年7月22日","1.510","1.510","1.510","1.510","0.99%"
"2024年7月19日","1.495","1.495","1.495","1.495","0.46%"
"2024年7月18日","1.488","1.488","1.488","1.488","0.98%"
"2024年7月17日","1.474","1.474","1.474","1.474","1.96%"
"2024年7月16日","1.445","1.445","1.445","1.445","0.00%"
"2024年7月15日","1.445","1.445","1.445","1.445","-0.74%"
"2024年7月12日","1.456","1.456","1.456","1.456","0.00%"
"2024年7月11日","1.456","1.456","1.456","1.456","2.33%"
"2024年7月10日","1.423","1.423","1.423","1.423","-0.55%"
"2024年7月9日","1.431","1.431","1.431","1.431","-0.10%"
"2024年7月8日","1.433","1.433","1.433","1.433","-2.27%"
"2024年7月5日","1.466","1.466","1.466","1.466","2.76%"
"2024年7月4日","1.426","1.426","1.426","1.426","-1.24%"
"2024年7月3日","1.444","1.444","1.444","1.444","-0.93%"
"2024年7月2日","1.458","1.458","1.458","1.458","-1.15%"
"2024年7月1日","1.475","1.475","1.475","1.475","0.70%"
"2024年6月30日","1.464","1.464","1.464","1.464","0.00%"
"2024年6月28日","1.465","1.465","1.465","1.465","-0.78%"
"2024年6月27日","1.476","1.476","1.476","1.476","-1.63%"
"2024年6月26日","1.500","1.500","1.500","1.500","1.27%"
"2024年6月25日","1.482","1.482","1.482","1.482","-0.74%"
"2024年6月24日","1.493","1.493","1.493","1.493","-1.23%"
"2024年6月21日","1.511","1.511","1.511","1.511","-0.31%"
"2024年6月20日","1.516","1.516","1.516","1.516","-1.98%"
"2024年6月19日","1.547","1.547","1.547","1.547","-1.16%"
"2024年6月18日","1.565","1.565","1.565","1.565","-0.71%"
"2024年6月17日","1.576","1.576","1.576","1.576","0.34%"
"2024年6月14日","1.571","1.571","1.571","1.571","-1.26%"
"2024年6月13日","1.591","1.591","1.591","1.591","-1.39%"
"2024年6月12日","1.613","1.613","1.613","1.613","0.17%"
"2024年6月11日","1.611","1.611","1.611","1.611","0.71%"
"2024年6月7日","1.599","1.599","1.599","1.599","-0.79%"
"2024年6月6日","1.612","1.612","1.612","1.612","-0.36%"
"2024年6月5日","1.618","1.618","1.618","1.618","-0.07%"
"2024年6月4日","1.619","1.619","1.619","1.619","1.93%"
"2024年6月3日","1.588","1.588","1.588","1.588","-0.16%"
"2024年5月31日","1.591","1.591","1.591","1.591","-0.40%"
"2024年5月30日","1.597","1.597","1.597","1.597","-0.54%"
"2024年5月29日","1.606","1.606","1.606","1.606","-0.28%"
"2024年5月28日","1.610","1.610","1.610","1.610","-0.68%"
"2024年5月27日","1.621","1.621","1.621","1.621","0.80%"
"2024年5月24日","1.609","1.609","1.609","1.609","-0.91%"
"2024年5月23日","1.623","1.623","1.623","1.623","-0.95%"
"2024年5月22日","1.639","1.639","1.639","1.639","-1.00%"
"2024年5月21日","1.655","1.655","1.655","1.655","-0.52%"
"2024年5月20日","1.664","1.664","1.664","1.664","0.08%"
"2024年5月17日","1.663","1.663","1.663","1.663","-0.55%"
"2024年5月16日","1.672","1.672","1.672","1.672","-0.26%"
"2024年5月15日","1.676","1.676","1.676","1.676","-1.48%"
"2024年5月14日","1.701","1.701","1.701","1.701","0.95%"
"2024年5月13日","1.685","1.685","1.685","1.685","0.51%"
"2024年5月10日","1.677","1.677","1.677","1.677","-0.48%"
"2024年5月9日","1.685","1.685","1.685","1.685","0.86%"
"2024年5月8日","1.671","1.671","1.671","1.671","-1.17%"
"2024年5月7日","1.690","1.690","1.690","1.690","0.06%"
"2024年5月6日","1.689","1.689","1.689","1.689","2.97%"
"2024年4月30日","1.640","1.640","1.640","1.640","-0.15%"
"2024年4月29日","1.643","1.643","1.643","1.643","1.78%"
"2024年4月26日","1.614","1.614","1.614","1.614","2.34%"
"2024年4月25日","1.577","1.577","1.577","1.577","0.59%"
"2024年4月24日","1.568","1.568","1.568","1.568","-0.42%"
"2024年4月23日","1.575","1.575","1.575","1.575","1.21%"
"2024年4月22日","1.556","1.556","1.556","1.556","0.37%"
"2024年4月19日","1.550","1.550","1.550","1.550","-0.74%"
"2024年4月18日","1.562","1.562","1.562","1.562","-0.51%"
"2024年4月17日","1.570","1.570","1.570","1.570","1.50%"
"2024年4月16日","1.546","1.546","1.546","1.546","-1.57%"
"2024年4月15日","1.571","1.571","1.571","1.571","1.13%"
"2024年4月12日","1.553","1.553","1.553","1.553","-0.73%"
"2024年4月11日","1.565","1.565","1.565","1.565","-0.86%"
"2024年4月10日","1.578","1.578","1.578","1.578","-1.05%"
"2024年4月9日","1.595","1.595","1.595","1.595","1.73%"
"2024年4月8日","1.568","1.568","1.568","1.568","-1.32%"
"2024年4月3日","1.589","1.589","1.589","1.589","-0.11%"
"2024年4月2日","1.591","1.591","1.591","1.591","-1.32%"
"2024年4月1日","1.612","1.612","1.612","1.612","1.38%"
"2024年3月29日","1.590","1.590","1.590","1.590","-0.15%"
"2024年3月28日","1.592","1.592","1.592","1.592","0.00%"
"2024年3月27日","1.592","1.592","1.592","1.592","-0.64%"
"2024年3月26日","1.602","1.602","1.602","1.602","-0.44%"
"2024年3月25日","1.609","1.609","1.609","1.609","-0.59%"
"2024年3月22日","1.619","1.619","1.619","1.619","-1.50%"
"2024年3月21日","1.644","1.644","1.644","1.644","-0.74%"
"2024年3月20日","1.656","1.656","1.656","1.656","-0.45%"
"2024年3月19日","1.663","1.663","1.663","1.663","-1.72%"
"2024年3月18日","1.692","1.692","1.692","1.692","0.92%"
"2024年3月15日","1.677","1.677","1.677","1.677","-0.52%"
"2024年3月14日","1.686","1.686","1.686","1.686","0.48%"
"2024年3月13日","1.678","1.678","1.678","1.678","-0.96%"
"2024年3月12日","1.694","1.694","1.694","1.694","1.89%"
"2024年3月11日","1.663","1.663","1.663","1.663","2.94%"
"2024年3月8日","1.615","1.615","1.615","1.615","0.09%"
"2024年3月7日","1.614","1.614","1.614","1.614","-3.68%"
"2024年3月6日","1.675","1.675","1.675","1.675","-0.68%"
"2024年3月5日","1.687","1.687","1.687","1.687","-0.60%"
"2024年3月4日","1.697","1.697","1.697","1.697","2.04%"
"2024年3月1日","1.663","1.663","1.663","1.663","-0.27%"
"2024年2月29日","1.667","1.667","1.667","1.667","1.84%"
"2024年2月28日","1.637","1.637","1.637","1.637","-1.41%"
"2024年2月27日","1.661","1.661","1.661","1.661","0.86%"
"2024年2月26日","1.646","1.646","1.646","1.646","0.29%"
"2024年2月23日","1.642","1.642","1.642","1.642","-0.47%"
"2024年2月22日","1.649","1.649","1.649","1.649","-0.04%"
"2024年2月21日","1.650","1.650","1.650","1.650","0.57%"
"2024年2月20日","1.641","1.641","1.641","1.641","0.95%"
"2024年2月19日","1.625","1.625","1.625","1.625","-0.72%"
"2024年2月8日","1.637","1.637","1.637","1.637","-0.10%"
"2024年2月7日","1.639","1.639","1.639","1.639","2.62%"
"2024年2月6日","1.597","1.597","1.597","1.597","6.49%"
"2024年2月5日","1.500","1.500","1.500","1.500","0.62%"
"2024年2月2日","1.490","1.490","1.490","1.490","-3.53%"
"2024年2月1日","1.545","1.545","1.545","1.545","0.59%"
"2024年1月31日","1.536","1.536","1.536","1.536","-3.70%"
"2024年1月30日","1.595","1.595","1.595","1.595","-2.64%"
"2024年1月29日","1.638","1.638","1.638","1.638","-2.04%"
"2024年1月26日","1.672","1.672","1.672","1.672","-2.80%"
"2024年1月25日","1.721","1.721","1.721","1.721","1.06%"
"2024年1月24日","1.703","1.703","1.703","1.703","0.54%"
"2024年1月23日","1.694","1.694","1.694","1.694","0.67%"
"2024年1月22日","1.682","1.682","1.682","1.682","-2.93%"
"2024年1月19日","1.733","1.733","1.733","1.733","-0.24%"
"2024年1月18日","1.737","1.737","1.737","1.737","1.22%"
"2024年1月17日","1.716","1.716","1.716","1.716","-2.50%"
"2024年1月16日","1.760","1.760","1.760","1.760","-0.09%"
"2024年1月15日","1.762","1.762","1.762","1.762","0.36%"
"2024年1月12日","1.756","1.756","1.756","1.756","-0.82%"
"2024年1月11日","1.770","1.770","1.770","1.770","1.05%"
"2024年1月10日","1.752","1.752","1.752","1.752","-0.58%"
"2024年1月9日","1.762","1.762","1.762","1.762","0.26%"
"2024年1月8日","1.758","1.758","1.758","1.758","-1.33%"
"2024年1月5日","1.781","1.781","1.781","1.781","-2.12%"
"2024年1月4日","1.820","1.820","1.820","1.820","-1.22%"
"2024年1月3日","1.842","1.842","1.842","1.842","-0.36%"
"2024年1月2日","1.849","1.849","1.849","1.849","-1.06%"
"2023年12月31日","1.869","1.869","1.869","1.869","0.00%"
"2023年12月29日","1.869","1.869","1.869","1.869","0.48%"
"2023年12月28日","1.860","1.860","1.860","1.860","1.81%"
"2023年12月27日","1.827","1.827","1.827","1.827","0.78%"
"2023年12月26日","1.813","1.813","1.813","1.813","-1.42%"
"2023年12月25日","1.839","1.839","1.839","1.839","0.29%"
"2023年12月22日","1.834","1.834","1.834","1.834","-0.81%"
"2023年12月21日","1.849","1.849","1.849","1.849","0.62%"
"2023年12月20日","1.837","1.837","1.837","1.837","-0.78%"
"2023年12月19日","1.852","1.852","1.852","1.852","-0.70%"
"2023年12月18日","1.865","1.865","1.865","1.865","0.37%"
"2023年12月15日","1.858","1.858","1.858","1.858","-1.10%"
"2023年12月14日","1.878","1.878","1.878","1.878","-0.18%"
"2023年12月13日","1.882","1.882","1.882","1.882","-1.03%"
"2023年12月12日","1.901","1.901","1.901","1.901","-0.40%"
"2023年12月11日","1.909","1.909","1.909","1.909","0.92%"
"2023年12月8日","1.892","1.892","1.892","1.892","0.74%"
"2023年12月7日","1.878","1.878","1.878","1.878","-1.01%"
"2023年12月6日","1.897","1.897","1.897","1.897","-0.05%"
"2023年12月5日","1.898","1.898","1.898","1.898","-1.33%"
"2023年12月4日","1.923","1.923","1.923","1.923","-2.79%"
"2023年12月1日","1.979","1.979","1.979","1.979","-0.36%"
"2023年11月30日","1.986","1.986","1.986","1.986","0.68%"
"2023年11月29日","1.972","1.972","1.972","1.972","-0.61%"
"2023年11月28日","1.985","1.985","1.985","1.985","1.46%"
"2023年11月27日","1.956","1.956","1.956","1.956","-0.61%"
"2023年11月24日","1.968","1.968","1.968","1.968","-0.28%"
"2023年11月23日","1.973","1.973","1.973","1.973","0.30%"
"2023年11月22日","1.967","1.967","1.967","1.967","-1.45%"
"2023年11月21日","1.997","1.997","1.997","1.997","-0.31%"
"2023年11月20日","2.003","2.003","2.003","2.003","1.33%"
"2023年11月17日","1.976","1.976","1.976","1.976","0.48%"
"2023年11月16日","1.967","1.967","1.967","1.967","-1.56%"
"2023年11月15日","1.998","1.998","1.998","1.998","0.62%"
"2023年11月14日","1.986","1.986","1.986","1.986","0.04%"
"2023年11月13日","1.985","1.985","1.985","1.985","-0.93%"
"2023年11月10日","2.004","2.004","2.004","2.004","0.05%"
"2023年11月9日","2.003","2.003","2.003","2.003","-1.26%"
"2023年11月8日","2.028","2.028","2.028","2.028","0.60%"
"2023年11月7日","2.016","2.016","2.016","2.016","-0.67%"
"2023年11月6日","2.030","2.030","2.030","2.030","2.41%"