date,基金
2023-11-09,-0.01750727499377959
2023-11-10,0.008958553996729825
2023-11-13,-0.006709867874792516
2023-11-14,0.026109341216057937
2023-11-15,0.01135145583558815
2023-11-16,-0.01655550403703286
2023-11-17,0.0084104320816475
2023-11-20,0.012847874547630016
2023-11-21,-0.00782703201383247
2023-11-22,-0.0009996235856208563
2023-11-24,0.002133542843289916
2023-11-27,-0.002033787256318775
2023-11-28,0.012450838363225216
2023-11-29,0.0031164730801001538
2023-11-30,2.7081568023522512e-05
2023-12-01,0.01438100326987789
2023-12-04,-0.010788053260239778
2023-12-05,-0.010344243859050011
2023-12-06,-0.003838954638986641
2023-12-07,-0.0017851205582693787
2023-12-08,0.009356230421011196
2023-12-11,0.007819998659774358
2023-12-12,-0.004251294255107392
2023-12-13,0.010147586130330547
2023-12-14,0.009819194579954196
2023-12-15,-0.006176986479771644
2023-12-18,0.007676063543064351
2023-12-19,0.00770898888642466
2023-12-20,-0.017041466910174313
2023-12-21,0.014081106179562947
2023-12-22,-0.003727427915221487
2023-12-27,0.0012916933584905617
2023-12-28,0.008489838624507626
2023-12-29,-0.005949526135694043
2024-01-02,-0.0195762317498542
2024-01-03,-0.014073756237704703
2024-01-04,-0.008079940615454181
2024-01-05,-0.008299835256754791
2024-01-08,0.011638302660365736
2024-01-09,-0.0026319850332522376
2024-01-10,0.0008316365972751288
2024-01-11,0.004433089474318974
2024-01-12,-0.006996228874955851
2024-01-16,-0.004192515077217196
2024-01-17,-0.013182438792013914
2024-01-18,0.00857501628120482
2024-01-19,0.007736306955780353
2024-01-22,-0.0033539331115132105
2024-01-23,0.0035557301630738253
2024-01-24,-0.001492824006876969
2024-01-25,0.008002289164282798
2024-01-26,-0.010603245797503368
2024-01-29,0.00215175460595773
2024-01-30,-0.017701489127982896
2024-01-31,-0.032497700246363004
2024-02-01,0.01100212111042312
2024-02-02,-0.008329295227011917
2024-02-05,-0.004419849923232936
2024-02-06,0.03285456140842549
2024-02-07,0.014526008781344786
2024-02-08,0.011947528118243681
2024-02-20,-0.007456645266825432
2024-02-21,-0.006460984560128244
2024-02-22,0.0123803721854034
2024-02-23,0.0034529616336444547
2024-02-26,0.003288657380883452
2024-02-27,0.015103871398109703
2024-02-28,-0.007607450611249542
2024-02-29,0.015210168844374438
2024-03-01,0.009790905844427458
2024-03-04,0.008159592167032695
2024-03-05,-0.01713957165077435
2024-03-06,0.0032863596162224637
2024-03-07,-0.010146254004013394
2024-03-08,0.0011990488978243117
2024-03-11,0.008756307696379376
2024-03-12,0.013089888732444776
2024-03-13,-0.0013884692191323109
2024-03-14,-0.00515658072330287
2024-03-15,-0.008298712677967338
2024-03-18,0.011039781051819124
2024-03-19,-0.008221658344867284
2024-03-20,0.013124369587834403
2024-03-21,-0.0011737841703803294
2024-03-22,-0.011863354535568794
2024-03-25,-0.004550612177238303
2024-03-26,-0.002151452751083772
2024-03-27,-0.0009875277359356039
2024-03-28,-0.00032646462040686634
2024-04-02,-0.011148087273689763
2024-04-03,0.0017972457297607543
2024-04-08,-0.004278726952084708
2024-04-09,0.010207593670290364
2024-04-10,-0.014896700331895517
2024-04-11,0.002871353061195955
2024-04-12,-0.018300336318955866
2024-04-15,-0.009416478791636918
2024-04-16,-0.007394151976461646
2024-04-17,0.0029434769689087657
2024-04-18,-0.004253354028710701
2024-04-19,-0.010307384180674846
2024-04-22,0.008051615845339519
2024-04-23,0.019642290072172962
2024-04-24,-0.004295279985175929
2024-04-25,-0.0004477758216860873
2024-04-26,0.019442612867411793
2024-04-29,0.0071980119140778315
2024-04-30,-0.014474204331710453
2024-05-07,0.035639100344346655
2024-05-08,-0.014673118667532854
2024-05-09,0.011068358296515942
2024-05-10,-0.004982369906838602
2024-05-13,0.008900453068023142
2024-05-14,0.01154825055934797
2024-05-15,-0.0013826097368879802
2024-05-16,-0.002966041199487111
2024-05-17,-0.0019161868081860106
2024-05-20,0.002251265032107452
2024-05-21,-0.007069557304689794
2024-05-22,-0.009551660473904955
2024-05-23,-0.013418968534488946
2024-05-24,0.0004202456290633959
2024-05-28,-0.0009436224919141115
2024-05-29,2.2713962817859617e-05
2024-05-30,-0.01121768681303264
2024-05-31,-0.0032893621269935555
2024-06-03,-0.0008797265996589015
2024-06-04,0.0062145521548445
2024-06-05,0.00769000077727991
2024-06-06,0.002447927929776675
2024-06-07,-0.008629743293732802
2024-06-11,0.005967071143447059
2024-06-12,0.009171012487052582
2024-06-13,-0.014454370700119545
2024-06-14,-0.009259949177372209
2024-06-17,0.0049298116974860785
2024-06-18,-0.003352403558534681
2024-06-20,-0.017174992073102878
2024-06-21,0.0004792206767568611
2024-06-24,-0.004670484103791902
2024-06-25,0.0011178464945126826
2024-06-27,0.0038825300708524475
2024-07-01,0.00022441487506688618
2024-07-02,-0.004339925982670969
2024-07-03,-0.0021589048732942435
2024-07-05,0.00999143853513332
2024-07-08,-0.010999453132919928
2024-07-09,-0.003803583799893277
2024-07-10,-0.004234171135592118
2024-07-11,0.01646933905265276
2024-07-12,0.00658749596694037
2024-07-15,-0.0029088532907921836
2024-07-16,0.01087846831781286
2024-07-17,-0.004663337584566347
2024-07-18,-0.008334088910958735
2024-07-19,0.0008326103929771412
2024-07-22,0.008129891982587399
2024-07-23,-0.007144335229737746
2024-07-24,-0.023042935441826017
2024-07-25,0.0021845298430400364
2024-07-26,0.005069923564820595
2024-07-29,-0.007316864413977826
2024-07-30,-0.0028963187684940836
2024-07-31,0.028643365650637395
2024-08-01,-0.023274132939393274
2024-08-02,-0.01534058802803234
2024-08-05,-0.013098499900306624
2024-08-06,0.012995131070641031
2024-08-07,-0.006023057371390933
2024-08-08,0.013720286320200229
2024-08-09,-0.002714828138635458
2024-08-12,-0.001514189398432219
2024-08-13,0.013472626382885555
2024-08-15,0.013244050181151669
2024-08-19,0.008560113610915202
2024-08-23,-0.007456620811982612
2024-08-27,-0.011736409832824745
2024-08-28,-0.0053370139868825755
2024-08-29,0.012223566765074564
2024-08-30,0.010168255770377142
2024-09-03,-0.01727554280895875
2024-09-04,0.00218355432400571
2024-09-05,0.0011465144461234413
2024-09-09,-0.012065150963878538
2024-09-10,-0.00672843865102161
2024-09-11,0.010970166927846147
2024-09-12,0.0014681330132460483
2024-09-13,0.0061969815191146365
2024-09-18,0.00962670803015169
2024-09-19,0.0162488154922003
2024-09-20,-0.0036656328661124303
2024-09-24,0.018733491601975422
2024-09-26,0.024111851077404024
2024-09-30,0.07627097733914885
2024-10-08,0.03579352259025815
2024-10-09,-0.026809951649053518
2024-10-10,0.0010710436479511917
2024-10-17,-0.029656923302509255
2024-10-18,0.016775869694961976
2024-10-25,-7.417784118502824e-05
2024-10-31,-0.009634391900281005
2024-11-01,0.006794766514586821
2024-11-05,0.024587967465196675
2024-11-06,0.019017450213040358
2024-11-07,0.025165298510719716
2024-11-08,-0.007052044471356119
2024-11-12,0.017740705467631315
2024-11-13,-0.004859175591670301
2024-11-14,-0.020513364481066963
2024-11-18,-0.022249571942508387
2024-11-19,0.007965552953910066
2024-11-20,0.013433298221798826
2024-11-21,0.009402390585266216
2024-11-22,-0.007148412376265141
2024-11-25,0.009556001767721381
2024-11-26,0.0003772821247549612
2024-11-27,0.0030608926438456426
2024-11-29,0.004853705383613587
2024-12-02,0.005526190763003646
2024-12-04,0.009243452572209668
2024-12-05,-0.009714636614290152
2024-12-06,0.023897525737379067
